Model,Sample,Attack,Epsilon,MSE_Clean,MSE_Adv,ASR,Degradation
Standard,22,BIM,0.5,0.012303755042408647,0.07840008161456265,0.8430645123190376,6.372045066269024
Standard,22,BIM,1.0,0.012303755042408647,0.07840008161456265,0.8430645123190376,6.372045066269024
Standard,22,BIM,2.0,0.012303755042408647,0.07840008161456265,0.8430645123190376,6.372045066269024
Standard,22,BIM,3.0,0.012303755042408647,0.07840008161456265,0.8430645123190376,6.372045066269024
Standard,22,PGD,0.1,0.012303755042408647,0.03638240098275203,0.6618212457104867,2.957016037571374
Standard,22,PGD,0.5,0.012303755042408647,0.07168057291388344,0.8283530035789433,5.825910274287359
Standard,22,PGD,1.0,0.012303755042408647,0.08943302313154686,0.8624249230140518,7.2687584256423055
Standard,22,PGD,2.0,0.012303755042408647,0.1467645312963371,0.9161666995851624,11.928434107349206
Standard,22,PGD,3.0,0.012303755042408647,0.25417853021193265,0.9515940428479547,20.658614328376075
Standard,22,Channel-Aware,0.1,0.012303755042408647,0.07720213787773757,0.8406293480901567,6.274680990611145
Standard,22,Channel-Aware,0.5,0.012303755042408647,0.07678305991336114,0.8397595113259135,6.240620009802282
Standard,22,Channel-Aware,1.0,0.012303755042408647,0.07688506586473635,0.8399721076645157,6.248910645549143
Standard,22,Channel-Aware,2.0,0.012303755042408647,0.07697101378113538,0.8401507991385695,6.255896148438529
Standard,22,Channel-Aware,3.0,0.012303755042408647,0.07715310836154463,0.8405280706935043,6.270696067632433
Standard,22,Pilot-Contamination,0.1,0.012303755042408647,0.012253746153408438,-0.004081110247766884,0.9959354775165924
Standard,22,Pilot-Contamination,0.5,0.012303755042408647,0.01454242554940627,0.15394065449343297,1.1819501850680025
Standard,22,Pilot-Contamination,1.0,0.012303755042408647,0.018713585406454982,0.34252283700991665,1.5209653753632852
Standard,22,Pilot-Contamination,2.0,0.012303755042408647,0.029344390906995838,0.580711861377386,2.384994727695036
Standard,22,Pilot-Contamination,3.0,0.012303755042408647,0.0370000793149367,0.6674667927686929,3.0072184619577222
Standard,22,Undermining,0.1,0.012303755042408647,0.04084891398249749,0.6987984785181699,3.3200363500166605
Standard,22,Undermining,0.5,0.012303755042408647,0.1563690324022,0.9213159098486846,12.709049543267595
Standard,22,Undermining,1.0,0.012303755042408647,0.27738935387751534,0.9556444583383632,22.545097242379118
Standard,22,Undermining,2.0,0.012303755042408647,0.6377405508401807,0.9807072719051669,51.833001278228735
Standard,22,Undermining,3.0,0.012303755042408647,0.8454679061250483,0.9854474014291101,68.71624989370197
Standard,23,FGSM,0.1,0.019880558145870073,0.021740271365105146,0.08554231858485724,1.0935443162908083
Standard,23,FGSM,0.5,0.019880558145870073,0.030635379164467312,0.3510588512993273,1.5409717845789663
Standard,23,FGSM,1.0,0.019880558145870073,0.04505080128104943,0.5587080011774883,2.2660732636627783
Standard,23,FGSM,2.0,0.019880558145870073,0.08494136407073509,0.765949624622057,4.272584474112492
Standard,23,FGSM,3.0,0.019880558145870073,0.1398872563698719,0.8578815636121674,7.036384760602491
Standard,23,BIM,0.1,0.019880558145870073,0.04600628328368947,0.5678729789302869,2.3141343892926205
Standard,23,BIM,0.5,0.019880558145870073,0.08858413685026627,0.7755742861786398,4.455817397091966
Standard,23,BIM,1.0,0.019880558145870073,0.08858413685026627,0.7755742861786398,4.455817397091966
Standard,23,BIM,2.0,0.019880558145870073,0.08858413685026627,0.7755742861786398,4.455817397091966
Standard,23,BIM,3.0,0.019880558145870073,0.08858413685026627,0.7755742861786398,4.455817397091966
Standard,23,PGD,0.1,0.019880558145870073,0.0459428219899333,0.567276077420186,2.3109422609182286
Standard,23,PGD,0.5,0.019880558145870073,0.08192499152616683,0.7573321916118817,4.120859732662269
Standard,23,PGD,1.0,0.019880558145870073,0.10928516267063254,0.8180854778449038,5.497087248193538
Standard,23,PGD,2.0,0.019880558145870073,0.14987726520752906,0.8673544108351441,7.53888618759248
Standard,23,PGD,3.0,0.019880558145870073,0.2936390287015942,0.9322959273030651,14.770160201090425
Standard,23,Channel-Aware,0.1,0.019880558145870073,0.08735644504927893,0.7724202474739535,4.394064010090486
Standard,23,Channel-Aware,0.5,0.019880558145870073,0.08767772413120226,0.7732541721073815,4.410224475987167
Standard,23,Channel-Aware,1.0,0.019880558145870073,0.08751228494983145,0.7728255163573081,4.401902819212899
Standard,23,Channel-Aware,2.0,0.019880558145870073,0.08751325233996139,0.772828027592434,4.40195147932208
Standard,23,Channel-Aware,3.0,0.019880558145870073,0.08744744834070381,0.7726570812173561,4.398641511927062
Standard,23,Pilot-Contamination,0.1,0.019880558145870073,0.01993105253061127,0.002533452995703395,1.0025398876817595
Standard,23,Pilot-Contamination,0.5,0.019880558145870073,0.0207534595085589,0.04206052308189087,1.0439072865200298
Standard,23,Pilot-Contamination,1.0,0.019880558145870073,0.02664447631401781,0.2538581763976799,1.3402277802523794
Standard,23,Pilot-Contamination,2.0,0.019880558145870073,0.045062029884959394,0.5588179627809949,2.2666380669156636
Standard,23,Pilot-Contamination,3.0,0.019880558145870073,0.07333196959213116,0.7288964382595372,3.688627303824713
Standard,23,Undermining,0.1,0.019880558145870073,0.049801425915670265,0.600803435236288,2.505031576591619
Standard,23,Undermining,0.5,0.019880558145870073,0.14401130730331382,0.8619514084126878,7.243826166582265
Standard,23,Undermining,1.0,0.019880558145870073,0.3418840333958044,0.9418499953086312,17.196903169784818
Standard,23,Undermining,2.0,0.019880558145870073,0.5982290115232581,0.9667676462309164,30.09115775995114
Standard,23,Undermining,3.0,0.019880558145870073,0.9566960564234601,0.9792195671630631,48.122193019123124
Standard,24,FGSM,0.1,0.034026642823328804,0.03670298993342455,0.07291904869195577,1.078654456861693
Standard,24,FGSM,0.5,0.034026642823328804,0.04895520420791857,0.30494329716584156,1.4387315393440663
Standard,24,FGSM,1.0,0.034026642823328804,0.067759367605798,0.49783116304619657,1.9913621204893566
Standard,24,FGSM,2.0,0.034026642823328804,0.11723221768897026,0.7097500713190877,3.445306617454349
Standard,24,FGSM,3.0,0.034026642823328804,0.1830630171147002,0.8141260678446646,5.379990558139678
Standard,24,BIM,0.1,0.034026642823328804,0.06827516389562303,0.5016248825803232,2.0065207211336555
Standard,24,BIM,0.5,0.034026642823328804,0.11927962603563862,0.7147321470209652,3.5054773594608055
Standard,24,BIM,1.0,0.034026642823328804,0.11927962603563862,0.7147321470209652,3.5054773594608055
Standard,24,BIM,2.0,0.034026642823328804,0.11927962603563862,0.7147321470209652,3.5054773594608055
Standard,24,BIM,3.0,0.034026642823328804,0.11927962603563862,0.7147321470209652,3.5054773594608055
Standard,24,PGD,0.1,0.034026642823328804,0.06820867157052553,0.5011390481612537,2.0045665957900902
Standard,24,PGD,0.5,0.034026642823328804,0.11006161271008744,0.6908400487192736,3.2345716055957405
Standard,24,PGD,1.0,0.034026642823328804,0.11969613323024605,0.715724794903144,3.5177179791649
Standard,24,PGD,2.0,0.034026642823328804,0.1955126722289795,0.8259619571693151,5.7458701772052345
Standard,24,PGD,3.0,0.034026642823328804,0.30158667383681953,0.8871745810567887,8.863250935530157
Standard,24,Channel-Aware,0.1,0.034026642823328804,0.11922140204869587,0.7145928311644024,3.503766230118864
Standard,24,Channel-Aware,0.5,0.034026642823328804,0.11925515596172741,0.7146736126507689,3.5047582149351975
Standard,24,Channel-Aware,1.0,0.034026642823328804,0.11933146344913834,0.7148560669598115,3.5070007954861833
Standard,24,Channel-Aware,2.0,0.034026642823328804,0.11944203036430938,0.7151200233322863,3.510250217292064
Standard,24,Channel-Aware,3.0,0.034026642823328804,0.11936566229086101,0.7149377620808963,3.5080058561940595
Standard,24,Pilot-Contamination,0.1,0.034026642823328804,0.033950020576868654,-0.002256913108098519,0.9977481690786252
Standard,24,Pilot-Contamination,0.5,0.034026642823328804,0.03527288704232177,0.035331505966542276,1.036625541504745
Standard,24,Pilot-Contamination,1.0,0.034026642823328804,0.04367318658740529,0.2208802360865146,1.2834997215024333
Standard,24,Pilot-Contamination,2.0,0.034026642823328804,0.07409576016393886,0.540774765681006,2.177580684308312
Standard,24,Pilot-Contamination,3.0,0.034026642823328804,0.09505253155602675,0.642022760821762,2.7934736920581056
Standard,24,Undermining,0.1,0.034026642823328804,0.06386475833035898,0.46720783554341305,1.8769044792915346
Standard,24,Undermining,0.5,0.034026642823328804,0.21660244819479035,0.8429073950598718,6.3656720211694475
Standard,24,Undermining,1.0,0.034026642823328804,0.38626833538587,0.9119093135363083,11.351937873842873
Standard,24,Undermining,2.0,0.034026642823328804,0.6081886986361378,0.9440524907818355,17.87389669306903
Standard,24,Undermining,3.0,0.034026642823328804,0.7585171873827543,0.9551405777096008,22.291860860946056
Standard,25,FGSM,0.1,0.00685989757017995,0.00797263861886843,0.13956998452871205,1.1622095719804297
Standard,25,FGSM,0.5,0.00685989757017995,0.01390233679940436,0.5065651430287705,2.026609968614979
Standard,25,FGSM,1.0,0.00685989757017995,0.024634720307737865,0.7215353986371329,3.591120720931062
Standard,25,FGSM,2.0,0.00685989757017995,0.05724745250700427,0.8801711295478059,8.345234301436157
Standard,25,FGSM,3.0,0.00685989757017995,0.10482645462137699,0.9345594812401389,15.2810524572639
Standard,25,BIM,0.1,0.00685989757017995,0.02581184832893986,0.7342345467570126,3.7627162891096577
Standard,25,BIM,0.5,0.00685989757017995,0.06152981410312141,0.8885109979581111,8.969494584087112
Standard,25,BIM,1.0,0.00685989757017995,0.06152981410312141,0.8885109979581111,8.969494584087112
Standard,25,BIM,2.0,0.00685989757017995,0.06152981410312141,0.8885109979581111,8.969494584087112
Standard,25,BIM,3.0,0.00685989757017995,0.06152981410312141,0.8885109979581111,8.969494584087112
Standard,25,PGD,0.1,0.00685989757017995,0.02563775728880811,0.7324298887416893,3.737338207534719
Standard,25,PGD,0.5,0.00685989757017995,0.05771014723769617,0.88113186504402,8.412683520022632
Standard,25,PGD,1.0,0.00685989757017995,0.08112909222359602,0.9154446650127218,11.826574871360334
Standard,25,PGD,2.0,0.00685989757017995,0.138949588470571,0.950630313873633,20.255344492982868
Standard,25,PGD,3.0,0.00685989757017995,0.25959795303571803,0.9735749165586213,37.842832255133544
Standard,25,Channel-Aware,0.1,0.00685989757017995,0.05910175504889503,0.8839307298995649,8.615544830554176
Standard,25,Channel-Aware,0.5,0.00685989757017995,0.05909708826059854,0.8839215641229213,8.614864530557165
Standard,25,Channel-Aware,1.0,0.00685989757017995,0.058964671196355005,0.8836608865784025,8.595561463289929
Standard,25,Channel-Aware,2.0,0.00685989757017995,0.058832467417959326,0.8833994583051282,8.576289487718403
Standard,25,Channel-Aware,3.0,0.00685989757017995,0.059218768502689194,0.8841600772250366,8.632602440029691
Standard,25,Pilot-Contamination,0.1,0.00685989757017995,0.006921588077457547,0.008912767790749059,1.0089929195948588
Standard,25,Pilot-Contamination,0.5,0.00685989757017995,0.008784422177207924,0.21908380178053694,1.2805471346094004
Standard,25,Pilot-Contamination,1.0,0.00685989757017995,0.013096513596102312,0.47620429514756185,1.9091412753789503
Standard,25,Pilot-Contamination,2.0,0.00685989757017995,0.02504239578063191,0.7260686385491328,3.650549519790423
Standard,25,Pilot-Contamination,3.0,0.00685989757017995,0.02877021869204137,0.7615625503716597,4.1939720524553925
Standard,25,Undermining,0.1,0.00685989757017995,0.03959325300692795,0.8267407437075297,5.771697405372386
Standard,25,Undermining,0.5,0.00685989757017995,0.16655482968056265,0.9588129771839301,24.27949221932676
Standard,25,Undermining,1.0,0.00685989757017995,0.32516203814474526,0.9789031413097298,47.400421772801415
Standard,25,Undermining,2.0,0.00685989757017995,0.562194127540585,0.9877979914159016,81.95372041478417
Standard,25,Undermining,3.0,0.00685989757017995,0.9245032187778599,0.9925799094791165,134.7692453596808
Standard,26,FGSM,0.1,0.0327234294158511,0.03536174235116154,0.07460924603517947,1.0806245855769765
Standard,26,FGSM,0.5,0.0327234294158511,0.047581363799218145,0.3122637351477342,1.4540457601357002
Standard,26,FGSM,1.0,0.0327234294158511,0.06662560952283648,0.5088460781040228,2.0360216124097095
Standard,26,FGSM,2.0,0.0327234294158511,0.11717632063980885,0.7207334277337445,3.5808080855684734
Standard,26,FGSM,3.0,0.0327234294158511,0.18520795455114744,0.8233152053584495,5.659796600090864
Standard,26,BIM,0.1,0.0327234294158511,0.06701953391836048,0.5117329604871172,2.048059604837642
Standard,26,BIM,0.5,0.0327234294158511,0.11876318978049737,0.7244648827946455,3.6293014485507724
Standard,26,BIM,1.0,0.0327234294158511,0.11876318978049737,0.7244648827946455,3.6293014485507724
Standard,26,BIM,2.0,0.0327234294158511,0.11876318978049737,0.7244648827946455,3.6293014485507724
Standard,26,BIM,3.0,0.0327234294158511,0.11876318978049737,0.7244648827946455,3.6293014485507724
Standard,26,PGD,0.1,0.0327234294158511,0.06697646625385817,0.5114189916825289,2.046743493865439
Standard,26,PGD,0.5,0.0327234294158511,0.10722921885531238,0.6948273076575722,3.2768331672282174
Standard,26,PGD,1.0,0.0327234294158511,0.133297436720061,0.7545081869460564,4.073455597398121
Standard,26,PGD,2.0,0.0327234294158511,0.1898137824553905,0.8276024586173468,5.800546759425082
Standard,26,PGD,3.0,0.0327234294158511,0.28731938519755457,0.886107825988312,8.780234539182443
Standard,26,Channel-Aware,0.1,0.0327234294158511,0.11900852984726554,0.7250329076592404,3.636798831042393
Standard,26,Channel-Aware,0.5,0.0327234294158511,0.11903975385266587,0.7251050312456752,3.6377530099276045
Standard,26,Channel-Aware,1.0,0.0327234294158511,0.1189636104556004,0.7249290830151449,3.6354261328727024
Standard,26,Channel-Aware,2.0,0.0327234294158511,0.11902743021262407,0.725076569683175,3.637376410033835
Standard,26,Channel-Aware,3.0,0.0327234294158511,0.11908001806958143,0.7251979807667649,3.6389834499405964
Standard,26,Pilot-Contamination,0.1,0.0327234294158511,0.032714209764802736,-0.0002818240487742193,0.9997182553536428
Standard,26,Pilot-Contamination,0.5,0.0327234294158511,0.03480376411293752,0.05977326734935264,1.063573248104574
Standard,26,Pilot-Contamination,1.0,0.0327234294158511,0.0440132871910968,0.2565102153408224,1.3450083923592966
Standard,26,Pilot-Contamination,2.0,0.0327234294158511,0.05684372608945006,0.42432645311890593,1.7370956254944105
Standard,26,Pilot-Contamination,3.0,0.0327234294158511,0.0695287659470179,0.5293540886258946,2.12473958836779
Standard,26,Undermining,0.1,0.0327234294158511,0.06860553898529649,0.5230205913422767,2.0965265624654927
Standard,26,Undermining,0.5,0.0327234294158511,0.177650170707044,0.8157984915769428,5.428837193359414
Standard,26,Undermining,1.0,0.0327234294158511,0.28943985205121703,0.886942212055648,8.845034191649042
Standard,26,Undermining,2.0,0.0327234294158511,0.6542326204212199,0.9499819660554643,19.992789023032902
Standard,26,Undermining,3.0,0.0327234294158511,0.9746300875582321,0.9664247699372446,29.783861439844234
Standard,27,FGSM,0.1,0.043943926104968487,0.0474192407375778,0.07328912438396062,1.0790852101905473
Standard,27,FGSM,0.5,0.043943926104968487,0.06307456208457114,0.30330192311049364,1.4353419840982224
Standard,27,FGSM,1.0,0.043943926104968487,0.08654247879380228,0.49222709220439476,1.9693843146167456
Standard,27,FGSM,2.0,0.043943926104968487,0.14560876818076776,0.6982054950810808,3.3135129490467765
Standard,27,FGSM,3.0,0.043943926104968487,0.21841111316741185,0.7988017850021875,4.9702230211678184
Standard,27,BIM,0.1,0.043943926104968487,0.08707236070368687,0.49531716207267384,1.9814424522674159
Standard,27,BIM,0.5,0.043943926104968487,0.14754456594080823,0.7021650656887095,3.357564492266116
Standard,27,BIM,1.0,0.043943926104968487,0.14754456594080823,0.7021650656887095,3.357564492266116
Standard,27,BIM,2.0,0.043943926104968487,0.14754456594080823,0.7021650656887095,3.357564492266116
Standard,27,BIM,3.0,0.043943926104968487,0.14754456594080823,0.7021650656887095,3.357564492266116
Standard,27,PGD,0.1,0.043943926104968487,0.0869366347436028,0.4945292484052348,1.9783538352021164
Standard,27,PGD,0.5,0.043943926104968487,0.139528613279038,0.6850543765020678,3.175151281334016
Standard,27,PGD,1.0,0.043943926104968487,0.16566920765621482,0.7347489812581355,3.770013795774237
Standard,27,PGD,2.0,0.043943926104968487,0.2249665925026602,0.8046646588006223,5.1194013016789714
Standard,27,PGD,3.0,0.043943926104968487,0.27801131606217194,0.8419347574501562,6.326501537393101
Standard,27,Channel-Aware,0.1,0.043943926104968487,0.14807931935768082,0.7032406260672812,3.3697334872620393
Standard,27,Channel-Aware,0.5,0.043943926104968487,0.14796626034233518,0.7030138762492227,3.367160685390045
Standard,27,Channel-Aware,1.0,0.043943926104968487,0.14795149687104706,0.7029842412255582,3.3668247237999753
Standard,27,Channel-Aware,2.0,0.043943926104968487,0.14789615858308916,0.7028731068746423,3.3655654305855798
Standard,27,Channel-Aware,3.0,0.043943926104968487,0.14798075056072965,0.703042957016667,3.367490428762539
Standard,27,Pilot-Contamination,0.1,0.043943926104968487,0.043949017880106425,0.00011585640324953607,1.000115869827511
Standard,27,Pilot-Contamination,0.5,0.043943926104968487,0.046392832748048084,0.05278631413561682,1.0557279892841143
Standard,27,Pilot-Contamination,1.0,0.043943926104968487,0.05520458472019703,0.20398049677038402,1.2562506269542302
Standard,27,Pilot-Contamination,2.0,0.043943926104968487,0.07235886919821821,0.39269468149661774,1.6466182158001812
Standard,27,Pilot-Contamination,3.0,0.043943926104968487,0.08073026480392123,0.4556697390786455,1.837119983569095
Standard,27,Undermining,0.1,0.043943926104968487,0.0871092552318891,0.495530917030715,1.9822820342409087
Standard,27,Undermining,0.5,0.043943926104968487,0.2026578391690065,0.7831619724893966,4.611737209937033
Standard,27,Undermining,1.0,0.043943926104968487,0.35220368612328684,0.8752314986005394,8.014843400245596
Standard,27,Undermining,2.0,0.043943926104968487,0.5755900571309156,0.9236541257783166,13.098284749432914
Standard,27,Undermining,3.0,0.043943926104968487,0.8406616390562904,0.9477269759159,19.130326158118166
Standard,28,FGSM,0.1,0.020484237781919244,0.022525324152503155,0.09061296329256568,1.0996418022634706
Standard,28,FGSM,0.5,0.020484237781919244,0.03216725401342496,0.3631959453744428,1.5703417601321699
Standard,28,FGSM,1.0,0.020484237781919244,0.047556845792615154,0.5692683684017553,2.321631212199265
Standard,28,FGSM,2.0,0.020484237781919244,0.08926861946509108,0.7705326025577253,4.3579175566828035
Standard,28,FGSM,3.0,0.020484237781919244,0.14482612682793006,0.8585597900698066,7.0701252528792295
Standard,28,BIM,0.1,0.020484237781919244,0.04823133835149815,0.5752919474754121,2.3545586057427212
Standard,28,BIM,0.5,0.020484237781919244,0.09164710971886646,0.7764879018579419,4.474030749621561
Standard,28,BIM,1.0,0.020484237781919244,0.09164710971886646,0.7764879018579419,4.474030749621561
Standard,28,BIM,2.0,0.020484237781919244,0.09164710971886646,0.7764879018579419,4.474030749621561
Standard,28,BIM,3.0,0.020484237781919244,0.09164710971886646,0.7764879018579419,4.474030749621561
Standard,28,PGD,0.1,0.020484237781919244,0.048156414644371114,0.574631169425866,2.3509009784526707
Standard,28,PGD,0.5,0.020484237781919244,0.08809722138692316,0.7674814544722991,4.300732217855997
Standard,28,PGD,1.0,0.020484237781919244,0.10661463213153176,0.8078665435280254,5.204715609464217
Standard,28,PGD,2.0,0.020484237781919244,0.17271778179401046,0.8814005276749705,8.431740718537387
Standard,28,PGD,3.0,0.020484237781919244,0.260784906378668,0.9214515975392553,12.73100366999519
Standard,28,Channel-Aware,0.1,0.020484237781919244,0.0908944478308438,0.7746370843239977,4.437287283936594
Standard,28,Channel-Aware,0.5,0.020484237781919244,0.09119337318218387,0.7753758078342344,4.451880228742376
Standard,28,Channel-Aware,1.0,0.020484237781919244,0.09104399370142911,0.7750072580394977,4.444587817750809
Standard,28,Channel-Aware,2.0,0.020484237781919244,0.09122893940894358,0.7754633791137653,4.453616501633677
Standard,28,Channel-Aware,3.0,0.020484237781919244,0.09099895777907906,0.7748959078009503,4.442389253038296
Standard,28,Pilot-Contamination,0.1,0.020484237781919244,0.020460912262118637,-0.0011400039011843748,0.9988612942278382
Standard,28,Pilot-Contamination,0.5,0.020484237781919244,0.023416755040572137,0.12523158112949384,1.1431596962441692
Standard,28,Pilot-Contamination,1.0,0.020484237781919244,0.028650909402608553,0.28504057256715787,1.398680766530535
Standard,28,Pilot-Contamination,2.0,0.020484237781919244,0.04261173712077904,0.5192817949698094,2.0802207811896722
Standard,28,Pilot-Contamination,3.0,0.020484237781919244,0.04491317825739666,0.5439147578351186,2.1925725885216987
Standard,28,Undermining,0.1,0.020484237781919244,0.05606174308425751,0.6346128990114945,2.7368234874592865
Standard,28,Undermining,0.5,0.020484237781919244,0.19652853802453346,0.8957696526528778,9.594134774104344
Standard,28,Undermining,1.0,0.020484237781919244,0.34954542300099783,0.9413974939049315,17.064116650194812
Standard,28,Undermining,2.0,0.020484237781919244,0.6292195961624744,0.9674450098076255,30.717256988583955
Standard,28,Undermining,3.0,0.020484237781919244,0.8985294192519871,0.9772024851462604,43.86443024231486
Standard,29,FGSM,0.1,0.00887728685658597,0.01038358884700689,0.14506564277678596,1.1696804456987226
Standard,29,FGSM,0.5,0.00887728685658597,0.018042532473006915,0.5079799983806537,2.032437699095117
Standard,29,FGSM,1.0,0.00887728685658597,0.03129146232661082,0.7163032278924029,3.5248902994946025
Standard,29,FGSM,2.0,0.00887728685658597,0.06993705961941316,0.8730674851803205,7.878202062100488
Standard,29,FGSM,3.0,0.00887728685658597,0.12441148506760577,0.9286457608655503,14.014584306837639
Standard,29,BIM,0.1,0.00887728685658597,0.03207783364758126,0.7232579059385659,3.6134726933807526
Standard,29,BIM,0.5,0.00887728685658597,0.07273347703396721,0.8779477179065674,8.19321017885177
Standard,29,BIM,1.0,0.00887728685658597,0.07273347703396721,0.8779477179065674,8.19321017885177
Standard,29,BIM,2.0,0.00887728685658597,0.07273347703396721,0.8779477179065674,8.19321017885177
Standard,29,BIM,3.0,0.00887728685658597,0.07273347703396721,0.8779477179065674,8.19321017885177
Standard,29,PGD,0.1,0.00887728685658597,0.03187440682714797,0.721491700073771,3.5905572662103022
Standard,29,PGD,0.5,0.00887728685658597,0.06972755469844039,0.87268610099725,7.854601954955439
Standard,29,PGD,1.0,0.00887728685658597,0.09587460419147022,0.9074073167607845,10.799989426988247
Standard,29,PGD,2.0,0.00887728685658597,0.15388508614399965,0.9423122338945896,17.334697935308224
Standard,29,PGD,3.0,0.00887728685658597,0.2096055703606325,0.9576476577348954,23.6114449996767
Standard,29,Channel-Aware,0.1,0.00887728685658597,0.07187443882191842,0.876488957658772,8.096442075496917
Standard,29,Channel-Aware,0.5,0.00887728685658597,0.0718425366651077,0.8764341117579515,8.092848392277473
Standard,29,Channel-Aware,1.0,0.00887728685658597,0.07185968185937049,0.8764635936747002,8.094779747492163
Standard,29,Channel-Aware,2.0,0.00887728685658597,0.07185447511524297,0.8764546419363828,8.094193223229556
Standard,29,Channel-Aware,3.0,0.00887728685658597,0.07191573037157682,0.8765598734697058,8.101093445935371
Standard,29,Pilot-Contamination,0.1,0.00887728685658597,0.009144886161687318,0.02926218001733689,1.0301442669843228
Standard,29,Pilot-Contamination,0.5,0.00887728685658597,0.010852937092443322,0.1820383016163391,1.2225511316435198
Standard,29,Pilot-Contamination,1.0,0.00887728685658597,0.015243930678761885,0.41765106102496485,1.717183518458972
Standard,29,Pilot-Contamination,2.0,0.00887728685658597,0.022720560614122896,0.6092839869863101,2.5594036760529755
Standard,29,Pilot-Contamination,3.0,0.00887728685658597,0.024752402183139937,0.6413565523497868,2.7882845944959387
Standard,29,Undermining,0.1,0.00887728685658597,0.04616223003640294,0.8076937173618896,5.20003811774491
Standard,29,Undermining,0.5,0.00887728685658597,0.1565078816596559,0.9432789789086108,17.630148060783263
Standard,29,Undermining,1.0,0.00887728685658597,0.27948785311958696,0.9682373070689854,31.48347661112671
Standard,29,Undermining,2.0,0.00887728685658597,0.5367208340214931,0.9834601411127065,60.460007961025305
Standard,29,Undermining,3.0,0.00887728685658597,0.6267693357312971,0.9858364371858936,70.60370424622509
Standard,30,FGSM,0.1,0.01826295150104089,0.02018905928169963,0.0954035427695565,1.105465306664641
Standard,30,FGSM,0.5,0.01826295150104089,0.02948606245573223,0.3806242685519889,1.6145288703226137
Standard,30,FGSM,1.0,0.01826295150104089,0.044706585488966125,0.5914930361758828,2.4479386853991314
Standard,30,FGSM,2.0,0.01826295150104089,0.0872278784365823,0.7906294199930738,4.776220230974757
Standard,30,FGSM,3.0,0.01826295150104089,0.14614330419211194,0.8750339497112135,8.00217337180042
Standard,30,BIM,0.1,0.01826295150104089,0.045613562456421265,0.5996157608060294,2.497600809695056
Standard,30,BIM,0.5,0.01826295150104089,0.09079437298770385,0.7988537075583504,4.971506001235839
Standard,30,BIM,1.0,0.01826295150104089,0.09079437298770385,0.7988537075583504,4.971506001235839
Standard,30,BIM,2.0,0.01826295150104089,0.09079437298770385,0.7988537075583504,4.971506001235839
Standard,30,BIM,3.0,0.01826295150104089,0.09079437298770385,0.7988537075583504,4.971506001235839
Standard,30,PGD,0.1,0.01826295150104089,0.045554535286312835,0.5990969639739007,2.49436873791821
Standard,30,PGD,0.5,0.01826295150104089,0.07971247145431036,0.7708896591983243,4.364709146260788
Standard,30,PGD,1.0,0.01826295150104089,0.10191767288978827,0.820806823947108,5.580569651295384
Standard,30,PGD,2.0,0.01826295150104089,0.16772869802444654,0.8911161195660205,9.184095901195757
Standard,30,PGD,3.0,0.01826295150104089,0.26745861069816956,0.9317167188845871,14.644873293504935
Standard,30,Channel-Aware,0.1,0.01826295150104089,0.08975296324957485,0.7965197934439519,4.91448292158359
Standard,30,Channel-Aware,0.5,0.01826295150104089,0.08993408400310957,0.7969295878922897,4.924400308350148
Standard,30,Channel-Aware,1.0,0.01826295150104089,0.08979460334316786,0.7966141525093061,4.9167629524751275
Standard,30,Channel-Aware,2.0,0.01826295150104089,0.08988957532027053,0.7968290378948703,4.921963205955364
Standard,30,Channel-Aware,3.0,0.01826295150104089,0.08990510766776678,0.7968641384811043,4.9228136899253485
Standard,30,Pilot-Contamination,0.1,0.01826295150104089,0.018292024394229157,0.0015893753781259965,1.0015919055135536
Standard,30,Pilot-Contamination,0.5,0.01826295150104089,0.01990095473990617,0.08230777167593335,1.089689951745857
Standard,30,Pilot-Contamination,1.0,0.01826295150104089,0.02411518799800482,0.24267845216251763,1.3204430837277528
Standard,30,Pilot-Contamination,2.0,0.01826295150104089,0.04009129004887075,0.5444658558310647,2.195225128128154
Standard,30,Pilot-Contamination,3.0,0.01826295150104089,0.03892241376524686,0.5307857418301339,2.131222533391084
Standard,30,Undermining,0.1,0.01826295150104089,0.037762290956778986,0.5163706693022455,2.067699240981215
Standard,30,Undermining,0.5,0.01826295150104089,0.14681353624600216,0.875604443786169,8.038872371622658
Standard,30,Undermining,1.0,0.01826295150104089,0.32857387234876667,0.9444175175266049,17.991279905114993
Standard,30,Undermining,2.0,0.01826295150104089,0.6484431096155798,0.9718356919362321,35.50593175361727
Standard,30,Undermining,3.0,0.01826295150104089,1.0308533667631339,0.9822836573174454,56.44505854951106
Standard,31,FGSM,0.1,0.06842683474814219,0.07148354216344571,0.04276099536749897,1.0446711794656922
Standard,31,FGSM,0.5,0.06842683474814219,0.08512001733411995,0.19611347728528214,1.2439566676936051
Standard,31,FGSM,1.0,0.06842683474814219,0.10544314498029056,0.35105468676097873,1.540961895554483
Standard,31,FGSM,2.0,0.06842683474814219,0.1570822206990953,0.5643884174567422,2.295623073568519
Standard,31,FGSM,3.0,0.06842683474814219,0.22249326897379654,0.6924543602431364,3.25154991886918
Standard,31,BIM,0.1,0.06842683474814219,0.10621486643122041,0.3557697048703433,1.5522399482916922
Standard,31,BIM,0.5,0.06842683474814219,0.16032008497784553,0.5731861372354061,2.342941706538578
Standard,31,BIM,1.0,0.06842683474814219,0.16032008497784553,0.5731861372354061,2.342941706538578
