Model,Sample_Index,Attack,Epsilon,MSE_Clean,MSE_Adversarial,Degradation_Ratio,Perturbation_Linf,Attack_Success
Standard,3,FGSM,1.0,0.025925000260651258,0.056835352513747,2.192299014168621,0.10000000149011612,True
Standard,3,FGSM,2.0,0.025925000260651258,0.10415401598822713,4.01751263032044,0.20000000298023224,True
Standard,3,FGSM,3.0,0.025925000260651258,0.1683396468287054,6.493332502843206,0.30000001192092896,True
Standard,3,BIM,0.1,0.025925000260651258,0.05752393651153661,2.218859630981217,0.10000014305114746,True
Standard,3,BIM,0.5,0.025925000260651258,0.10693394725743077,4.124742379259845,0.20000457763671875,True
Standard,3,BIM,1.0,0.025925000260651258,0.10693394725743077,4.124742379259845,0.20000457763671875,True
Standard,3,BIM,2.0,0.025925000260651258,0.10693394725743077,4.124742379259845,0.20000457763671875,True
Standard,3,BIM,3.0,0.025925000260651258,0.10693394725743077,4.124742379259845,0.20000457763671875,True
Standard,3,PGD,0.1,0.025925000260651258,0.057514050135438984,2.2184782857160976,0.10000014305114746,True
Standard,3,PGD,0.5,0.025925000260651258,0.09896734217289214,3.817448068577416,0.5000002384185791,True
Standard,3,PGD,1.0,0.025925000260651258,0.11971503142788319,4.617744656673567,1.0000001192092896,True
Standard,3,PGD,2.0,0.025925000260651258,0.17513883368481542,6.755596216931949,2.000000238418579,True
Standard,3,PGD,3.0,0.025925000260651258,0.29656459014002956,11.4393283378343,3.000000238418579,True
Standard,3,Channel-Aware,0.1,0.025925000260651258,0.10660466803952812,4.112041155939033,0.23829007148742676,True
Standard,3,Channel-Aware,0.5,0.025925000260651258,0.10647419143400876,4.107008307175,0.23511087894439697,True
Standard,3,Channel-Aware,1.0,0.025925000260651258,0.10667687201768783,4.114826265965408,0.2442583441734314,True
Standard,3,Channel-Aware,2.0,0.025925000260651258,0.10674044395639422,4.117278414010431,0.24024347960948944,True
Standard,3,Channel-Aware,3.0,0.025925000260651258,0.10651487598982558,4.108577624644924,0.2362615019083023,True
Standard,3,Pilot-Contamination,0.1,0.025925000260651258,0.026178934729708284,1.0097949649567581,0.49642097166621296,False
Standard,3,Pilot-Contamination,0.5,0.025925000260651258,0.027135860015801247,1.0467062581668638,2.5762553686300067,False
Standard,3,Pilot-Contamination,1.0,0.025925000260651258,0.03286505293753159,1.2676973040348967,5.638799285766695,False
Standard,3,Pilot-Contamination,2.0,0.025925000260651258,0.05033691950829456,1.9416362199500343,8.160061129817171,True
Standard,3,Pilot-Contamination,3.0,0.025925000260651258,0.07211189270115988,2.7815580318666644,19.363935479320105,True
Standard,4,FGSM,0.1,0.044731899996292145,0.047846124501481666,1.0696197681173314,0.009999999776482582,False
Standard,4,FGSM,0.5,0.044731899996292145,0.061778952320096746,1.3810938575204192,0.05000000074505806,False
Standard,4,FGSM,1.0,0.044731899996292145,0.08249120009876307,1.8441246650734893,0.10000000149011612,True
Standard,4,FGSM,2.0,0.044731899996292145,0.13430280396293418,3.002394353337699,0.20000000298023224,True
Standard,4,FGSM,3.0,0.044731899996292145,0.19927563693068415,4.454888724762467,0.30000001192092896,True
Standard,4,BIM,0.1,0.044731899996292145,0.08309400568771917,1.8576006316433438,0.10000002384185791,True
Standard,4,BIM,0.5,0.044731899996292145,0.13670966544087562,3.056200730400622,0.20000457763671875,True
Standard,4,BIM,1.0,0.044731899996292145,0.13670966544087562,3.056200730400622,0.20000457763671875,True
Standard,4,BIM,2.0,0.044731899996292145,0.13670966544087562,3.056200730400622,0.20000457763671875,True
Standard,4,BIM,3.0,0.044731899996292145,0.13670966544087562,3.056200730400622,0.20000457763671875,True
Standard,4,PGD,0.1,0.044731899996292145,0.08299127581314268,1.8553040630964006,0.10000002384185791,True
Standard,4,PGD,0.5,0.044731899996292145,0.13243324370666434,2.9605995658052042,0.5000001192092896,True
Standard,4,PGD,1.0,0.044731899996292145,0.15009217497447136,3.3553722284748155,1.0000001192092896,True
Standard,4,PGD,2.0,0.044731899996292145,0.19647527003738663,4.392285372489713,2.000000238418579,True
Standard,4,PGD,3.0,0.044731899996292145,0.25359941714454726,5.66931914731027,3.000000238418579,True
Standard,4,Channel-Aware,0.1,0.044731899996292145,0.13668692841862143,3.0556924349279035,0.23657861351966858,True
Standard,4,Channel-Aware,0.5,0.044731899996292145,0.13634943326768154,3.048147592187759,0.24161142110824585,True
Standard,4,Channel-Aware,1.0,0.044731899996292145,0.1363699828167069,3.0486069857978464,0.23872455954551697,True
Standard,4,Channel-Aware,2.0,0.044731899996292145,0.13660360711219274,3.0538297528948224,0.24024683237075806,True
Standard,4,Channel-Aware,3.0,0.044731899996292145,0.13663408177671493,3.054511026539016,0.23664039373397827,True
Standard,4,Pilot-Contamination,0.1,0.044731899996292145,0.0446001504697306,0.9970546852118406,0.5154561182419534,False
Standard,4,Pilot-Contamination,0.5,0.044731899996292145,0.046451948910372645,1.038452400059534,2.1417257017477036,False
Standard,4,Pilot-Contamination,1.0,0.044731899996292145,0.05377617854810424,1.2021885623584463,4.990291782530008,False
Standard,4,Pilot-Contamination,2.0,0.044731899996292145,0.07447526836104976,1.6649252181826182,10.287583769708213,True
Standard,4,Pilot-Contamination,3.0,0.044731899996292145,0.08116994455575627,1.8145874546461138,13.964297843310014,True
Standard,5,FGSM,0.1,0.01556402604093001,0.01745107988825272,1.121244583012144,0.009999999776482582,False
Standard,5,FGSM,0.5,0.01556402604093001,0.026579336026126218,1.7077416830470686,0.05000000074505806,True
Standard,5,FGSM,1.0,0.01556402604093001,0.041576355815654706,2.671311118750246,0.10000000149011612,True
Standard,5,FGSM,2.0,0.01556402604093001,0.08345284232141292,5.361905852762651,0.20000000298023224,True
Standard,5,FGSM,3.0,0.01556402604093001,0.1394361022932854,8.95887104831351,0.30000001192092896,True
Standard,5,BIM,0.1,0.01556402604093001,0.04280832275939853,2.750465891461627,0.10000002384185791,True
Standard,5,BIM,0.5,0.01556402604093001,0.08807987153052507,5.659195846813295,0.20000016689300537,True
Standard,5,BIM,1.0,0.01556402604093001,0.08807987153052507,5.659195846813295,0.20000016689300537,True
Standard,5,BIM,2.0,0.01556402604093001,0.08807987153052507,5.659195846813295,0.20000016689300537,True
Standard,5,BIM,3.0,0.01556402604093001,0.08807987153052507,5.659195846813295,0.20000016689300537,True
Standard,5,PGD,0.1,0.01556402604093001,0.042683735637147426,2.742461078187512,0.10000002384185791,True
Standard,5,PGD,0.5,0.01556402604093001,0.08272630877159212,5.315225543444858,0.5000001192092896,True
Standard,5,PGD,1.0,0.01556402604093001,0.10450512869763715,6.7145305734397605,1.0000001192092896,True
Standard,5,PGD,2.0,0.01556402604093001,0.15572830401711105,10.005656865876439,2.0,True
Standard,5,PGD,3.0,0.01556402604093001,0.22289609633628232,14.321236404392668,3.0,True
Standard,5,Channel-Aware,0.1,0.01556402604093001,0.08714007780256182,5.598813415847695,0.24499115347862244,True
Standard,5,Channel-Aware,0.5,0.01556402604093001,0.08678635720066266,5.57608660975209,0.24078600108623505,True
Standard,5,Channel-Aware,1.0,0.01556402604093001,0.08698226433242655,5.588673785541227,0.2418055236339569,True
Standard,5,Channel-Aware,2.0,0.01556402604093001,0.08687712004190122,5.581918188355202,0.236848384141922,True
Standard,5,Channel-Aware,3.0,0.01556402604093001,0.08669992457629463,5.570533250734267,0.24153941869735718,True
Standard,5,Pilot-Contamination,0.1,0.01556402604093001,0.015759972407396745,1.0125896966473482,0.5140915506381204,False
Standard,5,Pilot-Contamination,0.5,0.01556402604093001,0.018619361025080612,1.196307496281215,2.6866517870204754,False
Standard,5,Pilot-Contamination,1.0,0.01556402604093001,0.02263221770416644,1.4541364583076783,5.054702527989358,False
Standard,5,Pilot-Contamination,2.0,0.01556402604093001,0.03337264245919432,2.1442165652660514,10.635538424401267,True
Standard,5,Pilot-Contamination,3.0,0.01556402604093001,0.04129144158971303,2.653005172384414,15.994043597209984,True
Standard,6,FGSM,0.1,0.03981536628520889,0.042625833837128944,1.07058750965112,0.009999999776482582,False
Standard,6,FGSM,0.5,0.03981536628520889,0.055263061544115116,1.3879832511962833,0.05000000074505806,False
Standard,6,FGSM,1.0,0.03981536628520889,0.07418187453625251,1.8631468565394191,0.10000000149011612,True
Standard,6,FGSM,2.0,0.03981536628520889,0.1223127512436746,3.0719986441293363,0.20000000298023224,True
Standard,6,FGSM,3.0,0.03981536628520889,0.18395918836662903,4.620306317135866,0.30000001192092896,True
Standard,6,BIM,0.1,0.03981536628520889,0.07459034204532645,1.8734058983914512,0.10000014305114746,True
Standard,6,BIM,0.5,0.03981536628520889,0.12390573265761978,3.1120078557119752,0.20000457763671875,True
Standard,6,BIM,1.0,0.03981536628520889,0.12390573265761978,3.1120078557119752,0.20000457763671875,True
Standard,6,BIM,2.0,0.03981536628520889,0.12390573265761978,3.1120078557119752,0.20000457763671875,True
Standard,6,BIM,3.0,0.03981536628520889,0.12390573265761978,3.1120078557119752,0.20000457763671875,True
Standard,6,PGD,0.1,0.03981536628520889,0.07453107438874708,1.871917336006898,0.10000014305114746,True
Standard,6,PGD,0.5,0.03981536628520889,0.1158519034505301,2.9097284355153157,0.5000002384185791,True
Standard,6,PGD,1.0,0.03981536628520889,0.13710557149477637,3.4435340996903014,1.000000238418579,True
Standard,6,PGD,2.0,0.03981536628520889,0.18974195814183153,4.76554596490851,2.000000238418579,True
Standard,6,PGD,3.0,0.03981536628520889,0.33365948061417294,8.380168556633999,3.000000238418579,True
Standard,6,Channel-Aware,0.1,0.03981536628520889,0.12380265644632842,3.109419000681658,0.2409430742263794,True
Standard,6,Channel-Aware,0.5,0.03981536628520889,0.12375782030819295,3.108292899321337,0.23681864142417908,True
Standard,6,Channel-Aware,1.0,0.03981536628520889,0.12380448576731602,3.109464945781711,0.2380811870098114,True
Standard,6,Channel-Aware,2.0,0.03981536628520889,0.1236461538782698,3.105488292950941,0.24237656593322754,True
Standard,6,Channel-Aware,3.0,0.03981536628520889,0.12387063726148986,3.1111264021576233,0.23738430440425873,True
Standard,6,Pilot-Contamination,0.1,0.03981536628520889,0.03966479586982418,0.9962182838076603,0.4502466518174862,False
Standard,6,Pilot-Contamination,0.5,0.03981536628520889,0.040866870077509033,1.026409496895443,2.366436414504101,False
Standard,6,Pilot-Contamination,1.0,0.03981536628520889,0.04776636845119399,1.199696823307609,4.95232262624749,False
Standard,6,Pilot-Contamination,2.0,0.03981536628520889,0.06339688328844224,1.5922717584540649,8.940272528327416,True
Standard,6,Pilot-Contamination,3.0,0.03981536628520889,0.07940429476569935,1.994312803677445,13.759835990554738,True
Standard,7,FGSM,0.1,0.027220053368778245,0.02936687373285034,1.0788690725542267,0.009999999776482582,False
Standard,7,FGSM,0.5,0.027220053368778245,0.03925300563505253,1.4420620379854303,0.05000000074505806,False
Standard,7,FGSM,1.0,0.027220053368778245,0.054582709754764445,2.0052388955773144,0.10000000149011612,True
Standard,7,FGSM,2.0,0.027220053368778245,0.0953194826900692,3.501811014059285,0.20000000298023224,True
Standard,7,FGSM,3.0,0.027220053368778245,0.14980083011423687,5.503326098767329,0.30000001192092896,True
Standard,7,BIM,0.1,0.027220053368778245,0.055278462831849125,2.0307992083238986,0.10000002384185791,True
Standard,7,BIM,0.5,0.027220053368778245,0.09799840208177465,3.6002281389418616,0.20000457763671875,True
Standard,7,BIM,1.0,0.027220053368778245,0.09799840208177465,3.6002281389418616,0.20000457763671875,True
Standard,7,BIM,2.0,0.027220053368778245,0.09799840208177465,3.6002281389418616,0.20000457763671875,True
Standard,7,BIM,3.0,0.027220053368778245,0.09799840208177465,3.6002281389418616,0.20000457763671875,True
Standard,7,PGD,0.1,0.027220053368778245,0.0552314256234091,2.0290711731946955,0.10000002384185791,True
Standard,7,PGD,0.5,0.027220053368778245,0.08905870676806825,3.271805002051162,0.5000001192092896,True
Standard,7,PGD,1.0,0.027220053368778245,0.1098314266625331,4.034945309420707,1.000000238418579,True
Standard,7,PGD,2.0,0.027220053368778245,0.17852449622799643,6.558565253687796,2.0,True
Standard,7,PGD,3.0,0.027220053368778245,0.28742907685376123,10.559460444829478,3.000000238418579,True
Standard,7,Channel-Aware,0.1,0.027220053368778245,0.09723290370595611,3.5721055498547813,0.23949328064918518,True
Standard,7,Channel-Aware,0.5,0.027220053368778245,0.09719355059750126,3.570659810277357,0.2384750247001648,True
Standard,7,Channel-Aware,1.0,0.027220053368778245,0.0971351967423839,3.568516028473303,0.23951856791973114,True
Standard,7,Channel-Aware,2.0,0.027220053368778245,0.09728575308403696,3.5740471102685265,0.24573206901550293,True
Standard,7,Channel-Aware,3.0,0.027220053368778245,0.09731200979073683,3.5750117192038635,0.2490631341934204,True
Standard,7,Pilot-Contamination,0.1,0.027220053368778245,0.02735329618542828,1.004895024078199,0.3995447877778795,False
Standard,7,Pilot-Contamination,0.5,0.027220053368778245,0.029535321953203974,1.0850574594053284,2.546890628059508,False
Standard,7,Pilot-Contamination,1.0,0.027220053368778245,0.03427698244437434,1.2592547846981992,6.166267262334262,False
Standard,7,Pilot-Contamination,2.0,0.027220053368778245,0.048072779597208605,1.7660795497318424,8.95682709448484,True
Standard,7,Pilot-Contamination,3.0,0.027220053368778245,0.0623549428868866,2.290772249491933,15.418126673784338,True
Standard,8,FGSM,0.1,0.03133385889499382,0.034034155629863776,1.0861782375391171,0.009999999776482582,False
Standard,8,FGSM,0.5,0.03133385889499382,0.0464481916693708,1.4823642317733097,0.05000000074505806,False
Standard,8,FGSM,1.0,0.03133385889499382,0.06562054432314413,2.0942375640055064,0.10000000149011612,True
Standard,8,FGSM,2.0,0.03133385889499382,0.11634888315772078,3.7131999460273857,0.20000000298023224,True
Standard,8,FGSM,3.0,0.03133385889499382,0.183751015737558,5.864295756017326,0.30000001192092896,True
Standard,8,BIM,0.1,0.03133385889499382,0.06609944823182855,2.1095214749431705,0.10000002384185791,True
Standard,8,BIM,0.5,0.03133385889499382,0.11829799788571689,3.7754046918433413,0.20000457763671875,True
Standard,8,BIM,1.0,0.03133385889499382,0.11829799788571689,3.7754046918433413,0.20000457763671875,True
Standard,8,BIM,2.0,0.03133385889499382,0.11829799788571689,3.7754046918433413,0.20000457763671875,True
Standard,8,BIM,3.0,0.03133385889499382,0.11829799788571689,3.7754046918433413,0.20000457763671875,True
Standard,8,PGD,0.1,0.03133385889499382,0.066035013905733,2.107465094772714,0.10000002384185791,True
Standard,8,PGD,0.5,0.03133385889499382,0.11241767197570804,3.587737863773584,0.5000001192092896,True
Standard,8,PGD,1.0,0.03133385889499382,0.13180267176077043,4.206397692747267,1.000000238418579,True
Standard,8,PGD,2.0,0.03133385889499382,0.19377871855131018,6.1843234566384675,2.0,True
Standard,8,PGD,3.0,0.03133385889499382,0.30594953324867646,9.764183028779698,3.000000238418579,True
Standard,8,Channel-Aware,0.1,0.03133385889499382,0.11855415132925627,3.7835796646227173,0.24280747771263123,True
Standard,8,Channel-Aware,0.5,0.03133385889499382,0.11864866708110644,3.7865960741931732,0.2409975230693817,True
Standard,8,Channel-Aware,1.0,0.03133385889499382,0.11841942773673335,3.7792800476181725,0.23879621922969818,True
Standard,8,Channel-Aware,2.0,0.03133385889499382,0.1185609930027294,3.783798012241377,0.24296757578849792,True
Standard,8,Channel-Aware,3.0,0.03133385889499382,0.11840990038260672,3.778975988224832,0.2359098196029663,True
Standard,8,Pilot-Contamination,0.1,0.03133385889499382,0.031246401811492314,0.9972088633004127,0.5201627751231381,False
Standard,8,Pilot-Contamination,0.5,0.03133385889499382,0.03341015901091597,1.0662637858579838,2.143908881051009,False
Standard,8,Pilot-Contamination,1.0,0.03133385889499382,0.04123084148637967,1.3158558486062206,4.9708811932179495,False
Standard,8,Pilot-Contamination,2.0,0.03133385889499382,0.061693511254948256,1.9689088235731145,8.776805392658204,True
Standard,8,Pilot-Contamination,3.0,0.03133385889499382,0.06512627050915687,2.0784631324028213,15.283553032249833,True
Standard,9,FGSM,0.1,0.00666897492799035,0.007906985027345232,1.1856372400140285,0.009999999776482582,False
Standard,9,FGSM,0.5,0.00666897492799035,0.014428101258616833,2.1634661120198038,0.05000000074505806,True
Standard,9,FGSM,1.0,0.00666897492799035,0.02616102487790552,3.922795506113706,0.10000000149011612,True
Standard,9,FGSM,2.0,0.00666897492799035,0.061414307500725324,9.208957623001906,0.20000000298023224,True
Standard,9,FGSM,3.0,0.00666897492799035,0.11140240542948028,16.704577035057266,0.30000001192092896,True
Standard,9,BIM,0.1,0.00666897492799035,0.026967391666039016,4.043708659460421,0.10000002384185791,True
Standard,9,BIM,0.5,0.00666897492799035,0.06433170546204607,9.646415852013405,0.20000016689300537,True
Standard,9,BIM,1.0,0.00666897492799035,0.06433170546204607,9.646415852013405,0.20000016689300537,True
Standard,9,BIM,2.0,0.00666897492799035,0.06433170546204607,9.646415852013405,0.20000016689300537,True
Standard,9,BIM,3.0,0.00666897492799035,0.06433170546204607,9.646415852013405,0.20000016689300537,True
Standard,9,PGD,0.1,0.00666897492799035,0.02702725088461224,4.052684434481256,0.10000002384185791,True
Standard,9,PGD,0.5,0.00666897492799035,0.05664053904417115,8.493140198570126,0.5000001192092896,True
Standard,9,PGD,1.0,0.00666897492799035,0.0703270463886288,10.545405725467523,1.0000001192092896,True
Standard,9,PGD,2.0,0.00666897492799035,0.1345032587509839,20.16850568540307,2.0,True
Standard,9,PGD,3.0,0.00666897492799035,0.19427252528550418,29.1307925705528,3.0,True
Standard,9,Channel-Aware,0.1,0.00666897492799035,0.06282941636411403,9.42115048302442,0.2391217052936554,True
Standard,9,Channel-Aware,0.5,0.00666897492799035,0.06278999273634672,9.415238985651436,0.23138132691383362,True
Standard,9,Channel-Aware,1.0,0.00666897492799035,0.06259223753719326,9.385585972813816,0.23757663369178772,True
Standard,9,Channel-Aware,2.0,0.00666897492799035,0.06268607263176251,9.399656365277794,0.23616862297058105,True
Standard,9,Channel-Aware,3.0,0.00666897492799035,0.06267492596571936,9.397984944082856,0.23537427186965942,True
Standard,9,Pilot-Contamination,0.1,0.00666897492799035,0.006751397585784842,1.012359119457558,0.5254751241763019,False
Standard,9,Pilot-Contamination,0.5,0.00666897492799035,0.00903801778612712,1.355233432981381,2.4114488324832335,False
Standard,9,Pilot-Contamination,1.0,0.00666897492799035,0.012743605948926004,1.910879271031568,4.617462015933741,True
Standard,9,Pilot-Contamination,2.0,0.00666897492799035,0.02082463115134464,3.122613501505546,10.205757533553182,True
Standard,9,Pilot-Contamination,3.0,0.00666897492799035,0.025649888454759077,3.8461515797733696,13.139880719839697,True
Standard,10,FGSM,0.1,0.008600245891665257,0.010031742965705949,1.1664483890429223,0.009999999776482582,False
Standard,10,FGSM,0.5,0.008600245891665257,0.017542141115116993,2.0397255306522784,0.05000000074505806,True
Standard,10,FGSM,1.0,0.008600245891665257,0.030920716026848663,3.5953292982953906,0.10000000149011612,True
Standard,10,FGSM,2.0,0.008600245891665257,0.0707472873716584,8.226193560375014,0.20000000298023224,True
Standard,10,FGSM,3.0,0.008600245891665257,0.1279369058636965,14.875959068528935,0.30000001192092896,True
Standard,10,BIM,0.1,0.008600245891665257,0.03202757825843803,3.7240305291127624,0.10000014305114746,True
Standard,10,BIM,0.5,0.008600245891665257,0.07455861022674054,8.669357965566707,0.20000013709068298,True
Standard,10,BIM,1.0,0.008600245891665257,0.07455861022674054,8.669357965566707,0.20000013709068298,True
Standard,10,BIM,2.0,0.008600245891665257,0.07455861022674054,8.669357965566707,0.20000013709068298,True
